"<a href=""#Sales Browser/Customer Group"">Add / Edit</a>","<a href=""#Sales Browser/Customer Group""> toevoegen / bewerken < / a>"
"<a href=""#Sales Browser/Territory"">Add / Edit</a>","<a href=""#Sales Browser/Territory""> toevoegen / bewerken < / a>"
Billed,Gefactureerd
Company,Vennootschap
Currency is required for Price List {0},Valuta is vereist voor prijslijst {0}
Default Customer Group,Standaard Klant Groep
Default Territory,Standaard Territory
Delivered,Geleverd
Enable Shopping Cart,Enable Winkelwagen
Invalid Billing Address,Ongeldig Factuuradres
Invalid Shipping Address,Ongeldig verzendadres
Missing Currency Exchange Rates for {0},Ontbrekende wisselkoersen gedurende {0}
Name is required,Naam is vereist
Not Allowed,niet toegestaan
Paid,betaald
Partially Billed,gedeeltelijk gefactureerde
Partially Delivered,gedeeltelijk Geleverd
Please specify a Price List which is valid for Territory,Geef een prijslijst die geldig is voor het grondgebied
Please specify currency in Company,Specificeer munt in Bedrijf
Please write something,Iets schrijven aub
Please write something in subject and message!,Schrijf iets in het onderwerp en een bericht !
Price List,Prijslijst
Quotation Series,Offerte Series
Shipping Rule,Verzending Rule
Shopping Cart,Winkelwagen
Shopping Cart Price List,Winkelwagen Prijslijst
Shopping Cart Price Lists,Winkelwagen Prijslijsten
Shopping Cart Settings,Winkelwagen Instellingen
Shopping Cart Shipping Rule,Winkelwagen Scheepvaart Rule
Shopping Cart Shipping Rules,Winkelwagen Scheepvaart Regels
Shopping Cart Taxes and Charges Master,Winkelwagen en-heffingen Master
Shopping Cart Taxes and Charges Masters,Winkelwagen en-heffingen Masters
Tax Master,Fiscale Master
To Pay,te betalen
Updated,Bijgewerkt
You are not allowed to reply to this ticket.,Het is niet toegestaan ​​om te reageren op dit kaartje .
You need to enable Shopping Cart,U moet Winkelwagen stellen
{0} cannot be purchased using Shopping Cart,{0} kan niet worden aangeschaft met Winkelwagen
{0} is required,{0} is verplicht
{0} {1} has a common territory {2},{0} {1} heeft een gemeenschappelijk grondgebied {2}
