 by Role ,
 is not set,
""" does not exists",""" ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ"
2 days ago,2 ದಿನಗಳ ಹಿಂದೆ
About,ಕುರಿತು
Actions,ಕ್ರಿಯೆಗಳು
Add,ಸೇರಿಸು
Add Attachments,ಲಗತ್ತುಗಳನ್ನು ಸೇರಿಸಿ
Add Bookmark,ಸೇರಿಸಿ ಬುಕ್ಮಾರ್ಕ್
Add Column,ಅಂಕಣ ಸೇರಿಸಿ
Add Message,ಸಂದೇಶ ಸೇರಿಸಿ
Add Reply,ಉತ್ತರಿಸಿ ಸೇರಿಸಿ
Add Serial No,ಸೀರಿಯಲ್ ನಂ ಸೇರಿಸಿ
Add This To User's Restrictions,ಬಳಕೆದಾರರ ನಿರ್ಬಂಧಗಳು ಈ ಸೇರಿಸಿ
Add attachment,ಲಗತ್ತು ಸೇರಿಸಿ
Add new row,ಹೊಸ ಸಾಲನ್ನು ಸೇರಿಸಿ
Add to To Do,ಮಾಡಲು ಸೇರಿಸಿ
Add to To Do List of,ಪಟ್ಟಿ ಮಾಡಲು ಸೇರಿಸಿ
"Allowing DocType, DocType. Be careful!",ಅವಕಾಶ doctype doctype . ಎಚ್ಚರಿಕೆ!
Alternative download link,ಪರ್ಯಾಯ ಡೌನ್ಲೋಡ್ ಲಿಂಕ್
Amend,ತಪ್ಪುಸರಿಪಡಿಸು
Are you sure you want to delete the attachment?,ನೀವು ಬಾಂಧವ್ಯ ಅಳಿಸಲು ಬಯಸುತ್ತೀರೆ?
Ascending,ಆರೋಹಣ
Assign To,ನಿಗದಿ
Assigned To,ನಿಯೋಜಿಸಲಾಗಿದೆ
Assignments,ನಿಯೋಜನೆಗಳು
Attach Document Print,ದಸ್ತಾವೇಜನ್ನು ಮುದ್ರಿಸು ಲಗತ್ತಿಸಿ
Attach as web link,ವೆಬ್ ಲಿಂಕ್ ಲಗತ್ತಿಸಿ
Attachments,ಲಗತ್ತುಗಳು
Billed,ಖ್ಯಾತವಾದ
Bookmarks,ಬುಕ್ಮಾರ್ಕ್ಗಳನ್ನು
Built on,ಕಟ್ಟಲಾಗಿದೆ
Calendar,ಕ್ಯಾಲೆಂಡರ್
Cancel,ರದ್ದು
Cancelled,ರದ್ದುಗೊಳಿಸಲಾಗಿದೆ
Cannot edit standard fields,ಡೀಫಾಲ್ಟ್ ಜಾಗ ಸಂಪಾದಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ
Cannot open instance when its {0} is open,ಅದರ {0} ತೆರೆದಿರುತ್ತದೆ ಉದಾಹರಣೆಗೆ ತೆರೆಯಲು ಸಾಧ್ಯವಾಗಿಲ್ಲ
Cannot open {0} when its instance is open,ಅದರ ಉದಾಹರಣೆಗೆ ತೆರೆದುಕೊಂಡಿದ್ದಾಗ {0} ತೆರೆಯಲು ಸಾಧ್ಯವಾಗಿಲ್ಲ
Cannot print cancelled documents,ರದ್ದು ದಾಖಲೆಗಳನ್ನು ಮುದ್ರಿಸಲು ಸಾಧ್ಯವಾಗಿಲ್ಲ
Clear Cache,ತೆರವುಗೊಳಿಸಿ ಸಂಗ್ರಹ
Click on row to view / edit.,/ ಬದಲಾಯಿಸಿ ವೀಕ್ಷಿಸಲು ಸಾಲು ಕ್ಲಿಕ್ ಮಾಡಿ.
Click to Expand / Collapse,/ ಕುಗ್ಗಿಸು ವಿಸ್ತರಿಸಲು ಕ್ಲಿಕ್ ಮಾಡಿ
Close,ಮುಚ್ಚಿ
Close: {0},ಮುಚ್ಚಿ : {0}
Collapse,ಕುಸಿತ
Comment,ಟಿಪ್ಪಣಿ
Comments,ಪ್ರತಿಕ್ರಿಯೆಗಳು
Communication Medium,ಸಂವಹನ ಮಧ್ಯಮ
Complete By,ದಿ ಕಂಪ್ಲೀಟ್
Copy,ನಕಲು
Creation / Modified By,ಸೃಷ್ಟಿ / ಬದಲಾಯಿಸಲಾಗಿತ್ತು
Currency is required for Price List {0},ಕರೆನ್ಸಿ ಬೆಲೆ ಪಟ್ಟಿ ಅಗತ್ಯವಿದೆ {0}
Current status,ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು
Custom Reports,ಕಸ್ಟಮ್ ವರದಿಗಳು
Customize,ಕಸ್ಟಮೈಸ್
Date must be in format: {0},ದಿನಾಂಕ ಸ್ವರೂಪದಲ್ಲಿರಬೇಕು : {0}
Dear,ಪ್ರಿಯ
Delete,ಅಳಿಸಿ
Delete Row,ಸಾಲು ಅಳಿಸಿ
Delivered,ತಲುಪಿಸಲಾಗಿದೆ
Descending,ಅವರೋಹಣ
Document Status transition from ,
Document Status transition from {0} to {1} is not allowed,{1} ಗೆ {0} ನಿಂದ ಡಾಕ್ಯುಮೆಂಟ್ ಸ್ಥಿತಿಯನ್ನು ಪರಿವರ್ತನೆ ಅನುಮತಿಸಲಾಗುವುದಿಲ್ಲ
Document is only editable by users of role,ಡಾಕ್ಯುಮೆಂಟ್ ಪಾತ್ರವನ್ನು ಬಳಕೆದಾರರು ಮಾತ್ರ ಸಂಪಾದಿಸಬಹುದು
Documentation,ದಾಖಲೆ
Download,ಡೌನ್ಲೋಡ್
Drafts,ಡ್ರಾಫ್ಟ್ಗಳು
Drag to sort columns,ಕಾಲಮ್ಗಳನ್ನು ವಿಂಗಡಿಸಲು ಎಳೆಯಿರಿ
Edit,ಸಂಪಾದಿಸು
Editable,ಸಂಪಾದಿಸಬಹುದಾದ
Email,ಗಾಜುಲೇಪ
"Email addresses, separted by commas","ಅಲ್ಪವಿರಾಮದಿಂದ separted ಇಮೇಲ್ ವಿಳಾಸಗಳು ,"
Email sent to {0},ಕಳುಹಿಸಲಾಗಿದೆ {0}
Email...,ಇಮೇಲ್ ...
Enter Value,ಮೌಲ್ಯ ಯನ್ನು
Equals,ಸಮ
Expand,ವಿಸ್ತರಿಸಿ
Export,ರಫ್ತು
Export not allowed. You need {0} role to export.,ರಫ್ತು ಅವಕಾಶ . ನೀವು ರಫ್ತು {0} ಪಾತ್ರದಲ್ಲಿ ಅಗತ್ಯವಿದೆ .
Field {0} is not selectable.,ಫೀಲ್ಡ್ {0} ಆಯ್ಕೆಮಾಡಬಹುದಾದ ಅಲ್ಲ.
File,ಫೈಲ್
Filter,ಶೋಧಕ
"For comparative filters, start with","ತುಲನಾತ್ಮಕ ಶೋಧಕಗಳ , ಆರಂಭವಾಗಬೇಕು"
For ranges,ಶ್ರೇಣಿಗಳಿಗೆ
Form,ಫಾರ್ಮ್
Forums,ಮಾರುಕಟ್ಟೆ
From Date must be before To Date,ದಿನಾಂಕ ಇಲ್ಲಿಯವರೆಗೆ ಮೊದಲು ಇರಬೇಕು
Gantt Chart,ಗಂಟ್ ಚಾರ್ಟ್
Get,ಪಡೆಯಿರಿ
Get From ,
Greater or equals,ಗ್ರೇಟರ್ ಅಥವಾ ಸಮ
Greater than,ಹೆಚ್ಚು
"Grid ""","ಗ್ರಿಡ್ """
"Group Added, refreshing...","ಗುಂಪು ರಿಫ್ರೆಶ್ , ಸೇರಿಸಲಾಗಿದೆ ..."
Help,ಸಹಾಯ
History,ಇತಿಹಾಸ
"Ignoring Item {0}, because a group exists with the same name!","ನಿರ್ಲಕ್ಷಿಸಲಾಗುತ್ತಿದೆ ಐಟಂ {0} , ಗುಂಪು ಅದೇ ಹೆಸರಿನಲ್ಲಿ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ ಕಾರಣ!"
Import,ಆಮದು
In,ರಲ್ಲಿ
In response to,ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ
Insert Below,ಕೆಳಗೆ ಸೇರಿಸಿ
Insert Row,ಸಾಲನ್ನು ಸೇರಿಸಿ
Invalid Billing Address,ಅಮಾನ್ಯವಾದ ಬಿಲ್ಲಿಂಗ್ ವಿಳಾಸ
Invalid Email: {0},ಅಮಾನ್ಯವಾದ ಇಮೇಲ್ : {0}
Invalid Filter: {0},ಅಮಾನ್ಯವಾದ ಫಿಲ್ಟರ್ : {0}
Invalid Shipping Address,ಅಮಾನ್ಯವಾದ ಶಿಪ್ಪಿಂಗ್ ವಿಳಾಸ
Last updated by,ಕೊನೆಯ ಮೂಲಕ ಅಪ್ಡೇಟ್ಗೊಳಿಸಲಾಗಿದೆ
