"<a href=""#Sales Browser/Customer Group"">Add / Edit</a>",{0} требуется
"<a href=""#Sales Browser/Territory"">Add / Edit</a>",Валюта необходима для Прейскурантом {0}
Billed,Вы не можете отвечать на этот билет.
Company,Корзина Прайс-лист
Currency is required for Price List {0},Прайс-лист
Default Customer Group,"Пожалуйста, напишите что-нибудь в тему и текст сообщения!"
Default Territory,"Пожалуйста, сформулируйте валюту в компании"
Delivered,"Если указано, отправить бюллетень с помощью этого адреса электронной почты"
Enable Shopping Cart,Цитата серии
Invalid Billing Address,Налоговый Мастер
Invalid Shipping Address,Платить
Missing Currency Exchange Rates for {0},Правило Доставка
Name is required,{0} не может быть приобретен с помощью Корзина
Not Allowed,Корзина Налоги и сборы Мастер
Paid,Корзина Правила Доставка
Partially Billed,Вам необходимо включить Корзина
Partially Delivered,Неверный Адрес для выставления счета
Please specify a Price List which is valid for Territory,Частично Объявленный
Please specify currency in Company,Корзина Правило Доставка
Please write something,Корзина Прайс-листы
Please write something in subject and message!,Имя обязательно
Price List,"<a href=""#Sales Browser/Customer Group""> Добавить / Изменить </>"
Quotation Series,Налоги Корзина Торговые и сборы Мастера
Shipping Rule,"Пожалуйста, сформулируйте прайс-лист, который действителен для территории"
Shopping Cart,"<a href=""#Sales Browser/Territory""> Добавить / Изменить </>"
Shopping Cart Price List,Обновлено
Shopping Cart Price Lists,Частично Поставляются
Shopping Cart Settings,По умолчанию Группа клиентов
Shopping Cart Shipping Rule,Корзина
Shopping Cart Shipping Rules,Не разрешены
Shopping Cart Taxes and Charges Master,Компания
Shopping Cart Taxes and Charges Masters,Неверный адрес пересылки
Tax Master,Доставлено
To Pay,Оплачено
Updated,"Пожалуйста, напишите что-нибудь"
You are not allowed to reply to this ticket.,{0} {1} имеет общую территорию {2}
You need to enable Shopping Cart,Корзина Настройки
{0} cannot be purchased using Shopping Cart,Объявленный
{0} is required,Включить Корзина
{0} {1} has a common territory {2},По умолчанию Территория
